Column1,Column2,Column3
ilid-lild,保密,真是的弹幕一大群人骂许仙渣男，服了要是你老婆是蛇……等一下我老婆是蛇还有这种好事，许仙你个渣男[doge]
雨天天天Yu,男,18年夏天在广州有幸参于拍摄。[调皮]
呆若狗刺,女,电影院看过  很爽
大魔导士,男,已经在电影院看了，一个放映间就只有3，5个人，可惜了，看完感觉很不错
awei145,男,买了
顾九娘丶,保密,今年上映的时候好像是5.20来着当时还在上班 也纠结看还是不看 因为我个人平时真的很喜欢听戏加上从小就喜欢白娘娘 然后521去看了 地方太远了当时有事情后面还有一段也没看完就走了 我印象最深的就是白娘娘救仙童那里 今天看b站上映了还是花了十二块钱买了想再看一遍 很多人说许仙渣 其实我感觉他没有那么渣 可能是我从小看的许仙都是那种有点弱弱的 说实话我要是许仙我估计我也会吓死会很害怕很害怕 我自己真的特别怕蛇 路边有死的我都要绕路一个月才敢从那边走 这版的法海其实也没有那么坏了小师傅放走了许仙法海都没有责罚他 我小时候看过一个戏曲那个法海特别坏 抓了许仙后来又抓他孩子还把小青逼死了 相比之下我可喜欢白蛇传情里面的法海了
幽灵老猴,保密,真希望这种电影以后多出，可惜影院片源太少了
未歇歇一歇,男,很早之前就想看了，可惜北方很多地方没有上映一直没有看到。今天终于还还愿了，画面超级美[给心心]每一帧都可以当壁纸，还是好遗憾希望有一天可以去电影院看[哭泣]
一颗星星哦,女,因为排片不多，只在影院看过一次。真心好看~
童颜魔男,保密,刚好今天水漫中山，你就来个水漫金山[藏狐]
账号已注销,保密,我后半段就一直在哭，哭到雷峰塔盖好就不哭了。
终焉的沉默,保密,哦
qiling在长白,女,哇哦 上破站了
夏铭心,保密,我从来没有花钱充过会员，这次又是充会员又是买播放，因为戏曲值得。
FG浮梗,男,老秃驴看剑！[doge]
shania唐恩,保密,来支持了[喜欢]
意儿Yerrr,女,本来期待了好久想去电影院看的，结果赶上疫情了[大哭]
淮南皓月泠千山,男,影院看三次了，现在再买一次[脱单doge]
粉蓝战鹰红脖子老兰博,男,"当时去电影院看了，挺好的。
就是只有我们两个包场。"
揪父皇小翅膀的剑非道,保密,没在影院看太遗憾了，有些场景真的很震撼
Alex大熊猫,男,对比一下现在的古装片的场景服装 演技都是什么玩意
没有海的天空,保密,我发现了什么！！！！！
霓裳无色,男,改编真的特别好，保持原有内涵下加了很多符合当下逻辑思维的点，一个有情的法海一个痴情的白娘子，敢爱敢恨的小青，一个幡然悔悟的许仙
莫得感情的输出,女,跟我前男友看了线下，我看的津津有味，前男友睡得很香[doge]
_有眠,女,卧槽啊啊啊啊啊啊啊啊当时上映就想看，结果厦门没有，我爱小破站，广东人狂喜！！！！
是谁躺了原来是我,女,我每次看这种电影都是包场[笑哭]
克拉克拉吖,女,这样的形式必须支持一下
红马东风,男,太美啦
骑猪游世界哒哒哒,保密,哦哦哦哦哦上了！
Lnwzrlyt-,保密,"这个电影??我超爱。本来打算和他一起看的，一直在关注在日照的排片。结果电影还没有放出来，我们俩先be了[呆]首页看着推荐，人傻了。物是人非事事休呀。
关系完全崩盘的情况下，很多话难过的不知道说了。走好呀，我这两年的时光。辛苦啦，你是勇敢的女孩[拥抱]"
哔哩丨2024,女,电影院二刷后就下了，再看一遍
幕后玩家14,保密,好睇，支持
霜川,保密,看不看的先买了再说。
冰箱里的电话,保密,枕边多年，不及旁人一语。这就是许仙。你掏心掏肺的对他好，都没用。
Emma-Swan,保密,卧槽，没去电影院，现在来看看
沧月倩影,男,电影院看过了，太喜欢了跑过来付费再看一遍
账号已注销,保密,哦！
黑心小天使,保密,太好了！
maka4159,保密,一上映我就去电影院看了，真的美不胜收，特效惊人！
连朴饮,保密,"曾小敏院长[给心心]
今天在广东卫视关于广东文化产业的节目介绍当中看到曾院长，没想到她竟然如此年轻[星星眼]
这么年轻就成为广东粤剧院的院长[妙啊]
她的唱腔可真好听啊，我听了一次帝女花就迷上了她的唱腔。"
郑能量嗷,保密,白素贞造型很好看，特效也不错，在电影院看的，只有5个人，我一个男生[藏狐]
玻子汽水,男,草，拿小号看被美到了结果小号等级低发不出评论[辣眼睛]
账号已注销,保密,@电影白蛇传-情
喜欢墨爷,保密,你忍心将我伤，端阳佳节劝雄黄。你忍心(你忍心)将我诓，才对双星盟誓愿又随法海赴禅堂。你忍心叫我断肠，平日的恩情且不讲，不念我腹中怀有小儿郎。你忍心见我败亡，可怜我与神将刀对枪只杀得云愁雾散波翻浪滚战鼓连天响，你袖手旁观在山岗。手摸胸膛你想一想，你有何面目来见妻房？
Mr丶鹹魚,保密,来了
吃花椒的菜鸟,男,5月中旬深圳戏院看的，三位主演老师也来到影院现场互动宣传。[星星眼]观影体验还是非常棒的，当时就向朋友推荐了，可惜他们似乎不懂欣赏[辣眼睛]
啦啦啦聚聚布LV,保密,啥都不说 去电影院贡献过 这里继续投币支持[OK]
LoveIcecream77,女,第一次给B站充钱，这部电影真的太棒了
??,保密,看封面  青蛇是白蛇二姨？
绑子的漫游手里剑,女,这部里头法海是真的霸气[Cat2_FallInto!]
纵横捭阖十年长白,保密,太好了，终于等到线上观看了！超级棒！！！
暮紫朔,保密,好遗憾没有在电影院看啊，画面太美了
落香微,保密,毫不犹豫开了一个月会员支持
是诗意啊,保密,12快钱 它值得的
青黎不是狸,女,B站牛逼！当时在电影院看的，超级棒！
彰彰灼灼,保密,为什么购买了还有观影有效期啊……虽然杜比音效很爽啦……
北海的斥鷃,男,特地去电影院看了，真的好，喜欢！
劈叉丸,保密,呜呜呜，一直没空去看。现在居然在b站能看！看看看！[打call][打call][打call]
leo哈哈1235,保密,投诉，为什么有大会员也要给钱，有病吗?
宝藏男孩吴以岭,保密,"小时候跟着外婆在村里一起看的粤剧，白蛇传，六国大封相，杨家将，现在看粤剧，还是这些。粤剧的从业人员一直在抱怨没人看，年轻人不喜欢等，我其实很想问，这么多年了，题材为什么没有更新？我记得21世纪初的时候京剧还有一些军旅题材出现，粤剧为什么没有跟上？
粤剧加特效摆上大银幕，这是一个好的开始，希望不是结束"
我爱吃面丶,保密,有幸在电影院看过一次，看完之后久久不能平静。
磨砂玻璃渣,保密,刚上映的时候特别想去看，可是周围电影院排片时间都太阴间了[捂脸]，而且我自己也挺忙，只有错过了[大哭][大哭]……
虚满之玉,保密,奉劝各位别开弹幕，看的人犯恶心，至少我是被弹幕恶心到了
雲鶴円,男,在b站想看几遍看几遍，真nice！[热词系列_燃起来了][热词系列_吹爆]
Carcarman,女,仙气飘飘啊~~！！！这里面的每个角色都特别有血有肉，有感情，有想法，整个故事很动人，很流畅，情动人，也最是伤人。我小时候第一个阅读的课外读物就是《白蛇传》，当时看不懂， 后来也看了很多白蛇传的电视剧和电影，始终觉得有点牵强。这个故事，真的动人，法海也不再是那个无情偏执的人，白蛇也不是恋爱脑，知道取舍，又难舍。许仙也不再那么渣，那么懦弱，小青特别可爱，我很喜欢的勇气和直接。这里面的每个人物都有多面性，粤剧的唱腔真的好好听啊！！！！！场景也好有禅意，get到了中国古典的美，如此脱俗，如此引人入胜
不惑随心,保密,天啊，看我刷到了什么!电影院里看的时候就好喜欢。
轻倚小扇,保密,投币了
帅气的快斗,男,我是来看打架的，本人不信爱情[滑稽]。人妖殊途，法海没错，错在白蛇，逆天而行
Attepnt,男,确实讲究 佩服[抱拳]
大嬛今天自恋了吗,女,b站你是怎么回事？你是想让我永远离不开你吗？你太过分了，我喜欢啥你就给我看啥[脱单doge][脱单doge]
锦御昭堂,保密,哇哇哇！真的上线了，喜大奔普！
小面鉴赏专家陶教授,男,算了，外地人确实看不进去
良燊,男,6块钱支持民族文化值得
ekphrasis,保密,圆我的愿网易云有吗我听爆阿啊啊啊啊啊
深海胶囊,女,弹幕看得火大[藏狐]
眷顾星云,保密,当时只有我跟另外一个女生和一对中年夫妻包场，爽！
花信珺,女,完全值得6元，就算已经看过了舞台剧版也值得。over。
大柚子师傅,保密,线下支持过。当时怕我老婆看不下去，就买了一张票准备自己去看，也没在意日期。然后我老婆知道了就生气了，我莫名其妙的，后来才发现日期是情人节还是什么的。最后补了一张票两人一起看的。
天暗星_不良人,保密,投币先
虚空破碎丶,女,在电影院看了！当时排片很少
远山之巅のAzalea,保密,还好在影院看了，真的是享受
加油啊高大壮,保密,绝美
她家小王,保密,当时在上海的电影院看的时候来看这场电影的就我一个，虽然包场真的很爽，但是有一说一，电影放映结束的时候还是感觉挺难受的，很棒的戏曲电影，特意去电影院看的人会少成这样……
ben_lai,保密,我们佛山的骄傲
山狼当捡,男,你爹我开了会员咋还要花钱
不会飞的鳄鱼,女,只能说绝了！！！[鼓掌]
VICANDLJL,男,必须支持
核桃包小虾饺,女,真的好看，说不上来，就看着看着会有点鼻酸[热词系列_泪目]
拙劣根,女,去电影院看的
爱玩的TL,男,原声带可以安排一下吗？[大哭]
在下不是机器人,男,好看好看好看！当时看完电影还在b看了舞台剧，各有各的好
濑名悟,女,买了买了，我看爆
惑渡,保密,好美啊
吾名王二苟,保密,六块花的值啊，除开前部分有点平淡，不过也应该如此。后面心情跟着起起伏伏。
楼谨,保密,之前看了舞台！！！！太惊艳了
人间杂谈,男,我影院一刷的时候，左边姑娘泪流满面，右边姑娘昏昏欲睡。电影院刷了5次了，经典片段看了很多遍，自己也会唱一些桥段了。。。
霸皇龙骨,男,怎么说，我没想到白蛇传的电影这么多，但水漫金山一战特效最好的居然是这一部[笑哭]
老鞋,男,！终于等到了！就是不知道电影院上的是几D，如果是3d，那我还是错过了那份震撼。讨厌的芒果嘤嘤嘤，明明都有片源了，小地方就是不放[大哭]
赖赖gaga,保密,一定要再拍4K戏剧电影，这一部真的很棒！[惊喜]
湘筱钰雨,男,不好意思最近比较穷，所以还是等等吧
天堂旅行团_,男,卧槽，买了！
姬亚娜,保密,这不是邪剑仙吗(●—●)
白瞟万岁,保密,如果在戏院看的话，没有字幕粤语我听不懂，只能听着咿咿呀呀声音，只听其曲不知其意，那这一场戏我肯定看不完，我个人也不怎么喜欢粤语也懒得去学，这种放在荧幕上的戏剧就能解决这些问题，我相信一些稍微喜欢国粹的人也愿意花时间去看这个的。[支持]
弃总赛高,保密,广州疫情前去看的，不亏
史上最厉害的小仙女,女,要不是我今天有刷白蛇的视频，我还不知道来b站了[笑哭]
阿加莎克里斯蒂yyds,女,哇我超爱这片，去电影院看了三遍[给心心]
椅子且帅哥78,保密,[羞羞][羞羞][羞羞][羞羞]画面太美了
猴山打老虎,男,真是好看 精美国风
世事多艰_唯一笑,保密,"有点遗憾没去电影院看,当时有事耽搁了[微笑]"
movie0225,男,南海吴彦祖表示很赞
清霖霖霖霖,女,看完了，好好看[惊喜][惊喜]
羽酋酋,保密,嗷嗷嗷！终于上线了！[打call]
AndyWarhol,保密,用心做的电影，果断卖，支持！
医生HOW,保密,好诶
张光光zgx,保密,太绝了
aztecex,保密,"硬核解析：白素贞观音特赦报恩，此段姻缘无过错。却因水漫金山祸乱人间，犯了天条，后知己罪，甘愿囚于雷峰塔。
法海为可比作监察执法者，纵观全剧，无过错，更是有情义（白素贞水漫金山救夫后没有自己裁决，交于佛祖决断）。
许仙作为凡人，知情前后表现都在情理中。最后回想种种，终于突破心中桎梏，回心转意，愿与青灯相伴，守护在白素贞身边。
小青是全剧感情最鲜明的角色，爱恨分明，姐妹情深，愿为姐姐做任何事情，这也是白素贞一直放心不下小青，一直在她身边教导她的原因。
最后，调皮一下：白素贞伙同小青诈骗许仙，害许仙投资了N个亿，法海发现有诈，出言相劝。但是这是不是诈骗呢？好歹许仙收获了个文曲星儿子，他儿子还和武曲星是好朋友，感觉这投资没亏啊[吃瓜]"
京昆黄越豫加个大川剧,女,#白蛇传·情#探索新时代戏曲电影新模式
虚满之玉,保密,"回归爱情的美好！
我一天天的，不是看到网友抱怨生活、怨恨国家、搞男女对立，就是看到未成年叛逆骂自己家庭，人都麻了。"
念经-修行中,保密,在影院看了，这里也看，一定支持，故事在我看来是那么多版中最好的了，每个角色都比较丰满，而且真的好美，加油[打call]
三齊,保密,希望可以给我一个在电影院欣赏这部作品的机会
苏溪汀,保密,"先来个五星好评，背景，音乐都很好，没看电影的时候我以为法海是哪个不懂感情，会强硬拆散别人的工具人，但是这个法海他没有，他有跟许仙说，他娘子的身份，也没有强硬的把他剃度，劝解许仙，就算后来白素贞水漫金山，也是上天去请示法祖的意思再定夺，
再说许仙，他一个书生，在遇见他娘子时发乎情止乎礼，后来听了法海的话，可能心有疑虑，让娘子喝雄黄酒，发现娘子真身被吓破胆，但是即使后来跟随法海去金山寺修禅心，他也是相信娘子的（个人感觉有一点奇奇怪怪的地方就是，他跟法海去金山寺，没给娘子留书信，）他最后表明不论娘子是妖是人，都会跟他在一起，挺好
总结这部！！！太好看啦[爱心][爱心]"
逢望月长盈,保密,粤剧给我冲
自称为非专业影评人,男,白蛇传情，传给谁？？？许仙还是法海？？？传情就离谱[脱单doge]
张光光zgx,保密,可惜了，电影院怎么没有片，那么好看[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
几载如一,男,一发现B站有播白蛇传情，立刻先上厕所，回来关灯，全屏观看
异世界居民S,保密,电影院带妈妈去包场了。[星星眼]
淘气的小肥猪,保密,6块支持下，值了，4k
极地欧提,保密,坐标肇庆，这种形式的粤剧电影太棒了，在电影院看过也要来B站二刷[打call][打call][打call]
钱樱雯,女,感谢文老师和曾老师，治好楚人美这个童年阴影。第一次觉得粤剧蛮好听的[喜极而泣]
玩具杀手,保密,请问是几月几日上线的？我才看到
国一ad玉藻前,保密,虽然一幕过，这才是古风大婚该有的雍容华贵，不是结个婚一头素
封茗八度,男,在这个世界上没有东西是一成不变的，如果有一种东西它注定没落，那它终将会没落，做再多的努力也是白费的。真是欣赏不了戏曲，但因为花了钱，给勉强看下了，观感极差，真是浪费我六块钱。
Capcom冰原,男,"好！这就是与时俱进，只可惜当初热度不够。
敢于做出这种尝试进步本身就很值得鼓励了。"
从此节操成路人啊,保密,粤剧，点都要支持一下
茄茄茄茄子超好吃,女,哎，小城市连排片都没有[大哭][大哭]
呆呆的苏睦,女,啊啊啊啊给我冲
非你莫属Lisa,女,孤陋寡闻了，原来还有粤语戏曲，从小到大跟爷爷奶奶一直听越剧 黄梅戏 赣剧 采茶戏 豫剧[笑哭]
佛山中医院精神科,男,开口跪！吹爆！
锻炼真的太难了,女,超级好看！！！！！
李羡_LiXian,保密,为什么充了会员都看不到 还得买币？？！
爱抽烟斗的安叔叔,男,我贡献了三张电影票！
-星圣的星痕-,男,买了
江崎源,保密,6块？收钱就走了
一盒挪椰子,保密,唱太好了吧老天
迈迈穆穆,保密,我们这都没排片，终于等到小破站了[打call]
小虎班妮,保密,我们这基本没排片太难了[坎公骑冠剑_无语]终于上线了
一盒挪椰子,保密,我狂喜！！补票了！！！
迈迈穆穆,保密,[打call][打call][打call][打call]
人间遥作白虹看,保密,结尾看哭了[大哭]
少年又戴花,保密,-没抢到沙发
时光炖肉,保密,啊啊啊！青妹！我的青妹！[星星眼]贴贴
INTO1-D0GGIE,女,巨！好！看！
without39,男,贼贼！ 我来了～
为爱泣网友A,保密,没在电影院看真的好遗憾#白蛇传·情#
太空遛猫,保密,电影院看的，因为拍片少，坐了一个小时的车，结果我包场了，没有人和我一起看，然后我看的时候就放肆的落泪，开头就戳我泪点，我以前没看过粤剧电影，没想到这么的惊喜，很值得的。
翡翡翡翡子,保密,爱了爱了，必须支持
哔哔哔哔哔哔波,保密,当初在电影院看了 小青真的又漂亮又巨可爱
宁小小莫,保密,当时上映的时候去电影院看了，整个就是一场视听享受，画面美，唱腔也美，以前没有看过这种戏曲类的电影，感觉是很棒的体验！
努力赚钱的momo,男,跟大家说一句，这剧我当时高考完33买票的，广东人表示超集赞[大笑]
seliiina,保密,啥时候免费呀
庆华哥哥救我,保密,之前去电影院看了两遍，今天又来小破站刷一遍，白蛇传情的舞台版我也刷了n遍了，台词都会背了，就等着12月去看现场版了，期待[羞羞][羞羞][羞羞]
05213319,保密,在电影院看过了，再来看一遍[惊喜]
账号已注销,保密,我就一句话，购买了不会有观看时间限制吧？
飞檐雕雪,保密,青妹好可爱呜呜，就是许仙好气人哦（这版许仙虽然挺好的，但是我还是好气）。不行了我要求听张火丁的“你忍心”去
玉鬼戲衣,女,[热词系列_泪目]
国一ad玉藻前,保密,是时候让霸屏广告剧学学服道化特效台词了
脱布衫,保密,19年年末等到现在，今年上映的时候延吉没有拍片，一周后就能看了
人形暴走Husky,保密,粤剧！！！！[打call][打call]
小熊lollipo,男,这个好啊
国一ad玉藻前,保密,看看人家，是时候让某流学学舞蹈了
向前少龙,保密,完爆什么鬼青蛇劫起
剑南春V,男,终于等到你上线了，小破站nb[打call]作为90后去电影院看过真的很震撼，等着上线给我妈我奶奶那一辈看[脱单doge]
不倒翁骑士,保密,人美词美，景美情美！
氘氕氚喝蛋花汤,保密,[大笑]当时去影院看了，就被震撼到，身为广东人，第一次完完整整听粤剧的曲段，真的好好听呀。这回继续听~~
哦蛤蛤蛤蛤,保密,支持
只有我自己知道你,女,啊啊啊啊
风声录蔌,女,可惜没赶上院线上映，排版太少了，今年巨大的遗憾之一。
头发一抓周润发,男,上映的时候不给排片，我这边电影院想看都没得看，这次得好好支持支持[给心心][给心心][给心心]
sun15O,保密,喜欢
吃我一記可愛多,保密,6块钱值得一看嘛[思考]认真的[思考]
6个硬币一只喵,保密,啊啊啊啊，这个白蛇姐姐可太眼熟了
九洛616,男,小青太可爱了哈哈哈哈哈哈哈哈[打call]
云汉十九州,保密,曾院yyds!!! 电影剧情改编的很好，许白爱情更有感染力了，这版许仙才有让白娘子守塔的魅力!!电影插曲都超级好听，期末的时候全靠循环播这几首歌续命了[羞羞]
安之若素君,保密,这部电影真的好看，而且不枯燥，第一回去影院看粤剧电影，有被感动真的，虽然是从小就耳熟能详的传说。老师们的表现还有特效都很棒！
耳机一边没声音,男,看完了[tv_大哭]#白蛇传·情#
南宮輝月,男,死法海真係想打佢一镬甘嘅！
时少权,保密,"难以置信的是，这部粤剧居然是我看过的最真实的白蛇传，没有丑化法海，没有丑化许仙，里面的每一个人都没有错，错就错在“错综复杂”，这就是人间。
为啥法海要管白蛇和许仙？他们结为夫妻碍谁的事了？其实稍微看一些罗翔讲刑法就会明白，白蛇和许仙虽不害人，但却会对这个世界造成一些危害。那么白蛇不该来报恩吗？忘恩负义也当然不对，这一头是错的，那一头也不对，这就是人间常态，这就是佛法也解不开的孽缘，而法海试图强行解开。最终白蛇报恩，伏法雷峰塔，可能就是这件事最好的结果。"
司徒画轩,保密,这些个id都快拍烂了，就没点新东西了吗？
key氵丶也,保密,这个可以有
南山来啦,保密,这月B币已经用了，听了粤剧后果断购买。[doge][打call][打call][打call]
key氵丶也,保密,噢噢噢哦哦
21Lines,保密,电影院看过，挺好看的，特效很赞！
老哥的移形换位,男,封面小青有点像香港演员“毛舜筠”…
大大步,保密,第一次网上付费看电影，就给了你！
藕饼锁死了,女,终于能看了呜呜呜！上映期间我们那儿电影院压根不给排片[大哭]
雷力的女盆友,保密,哇
吕小智丨,男,又是独播，恶心??（单纯恶心独播付费）
喵呜果子狸,保密,[打call][打call][打call]b站威武！希望给更多好作品一个好的舞台！让观众有更多机会看到好的作品！！
不会飞的猫101,男,这个也太厉害了，水墨风太强烈了，就好像你看的不是电影，是一幅画卷，太厉害了。
irene歆,保密,电影院看的，母语就是粤语。直接看哭了。对上一次看粤剧电影，还是黑白的，在电视上看的，讲一条鲤鱼为了爱情，忍受剥皮之痛化身成人的故事。当时我不到6岁，陪已不在世的外公看的……看到粤剧电影有那么大的进步，好感慨阿
b站工人先锋C,男,粤语味道好正啊！有一股童年的感觉[热词系列_燃起来了][热词系列_YYDS][热词系列_入站必刷]
居居大福,保密,在影院看过，从小听奶奶唱粤剧，格外亲切，而且无论是画面还是音效，这电影都是一绝！！
_若叶箘_,男,自己一个人去看的，珠三角排片都巨少，周末下午只有一场，还是排在五点半这样的饭点。进场人也没几个，但有个目测五十多岁的阿叔来看，整场看下来很感动，除了水墨画的置景、优秀的唱段、不错的特效，剧情设计和人物刻画也很不错，白蛇的情，青蛇的烈，法海的刚，许仙的凡，都得到了很好的诠释。法海也不是不近人情，许仙虽然一时害怕犹豫上了金山寺，但最终还是选择相信他的娘子。整场看下来非常畅快，即使是对我这种只耳濡目染地方戏剧，平时不会特意去看的普通人来说也非常友好，能感受到美。
鹤见梨绘,保密,我可以等
lessjecfds圯扐,保密,上半年我看的时候加我一共三个男同学一起去看的，现在都去了体制内而且都是干的不怕危险的岗位。对于自己民族的瑰宝还是要大力支持。
窝爱冰糖葫芦,保密,最爱曾小敏主演的这部白蛇传情了，这部戏曲曾获得梅花奖，以前一起跟外公一起看的。这部戏曲小敏院长大胆尝试改编，既不让年轻人觉得枯燥，也不失去传统粤曲的味道，建议感兴趣的可以看粤曲《白蛇传情》。
走已氵原,保密,我来补票了[OK][OK]
唐时的是非,保密,终于看上这个电影了，疯狂截图，疯狂截图[呲牙][呲牙][打call][呲牙][呲牙][脱单doge][嘟嘟]
我没有在畏惧233,保密,到底是bai还是bo？
空索弥心,男,被朋友安利了许久，没去电影院是因为懒，但是之前的预告片一直有关注，单从观感来当时就感觉挺震撼？！这不比修仙特效爽？所以心心念，一直暗里画圈圈咋还不快上各大影视网？就连央视电影都没正片。今天凌晨被朋友安利上了B站，赶紧安排上早就注册却一直没怎么用的账号，安排上大会员，版权费，看完。我现在就说三个字：真不戳！不负期待，这四个字我没忍住，说就说了，冲!!![星星眼][星星眼][星星眼][打call][打call][打call]
花田破,保密,虽然都知道剧情走向，但是看着还是很惊艳
冲浪选手E某,女,我等可以不付费的时候再来看
墨玉琥世韵,保密,我当时在河南新乡看的这个电影，我那一场还有挺多人看的，看来大家都挺支持这部戏的
好da一个老香蕉,男,什么tmd叫惊喜啊！
涂缭燎,女,"白蛇为爱痛饮三杯
为情再三求成全。
打斗时的佛法无情
更显妖的情义动人。
正是因为每个人物都如此形象鲜活，
所以这故事才得以千百年流传下来吧。"
月下花喵,保密,感性的人看这部电影会很感动，全是至情至性之人，妖人仙皆有情。电影院看过一次，视听绝佳堪称盛宴，可惜没看到第二遍就下映了，手机再看一遍
菜狗总动员人事部长,保密,又可以包场了
老胡子,男,除了右上角的水印，每一帧都是壁纸啊[嗑瓜子]
不喜欢柠檬,女,呜呜呜破站牛逼
月亮下的西瓜,保密,如果可以的话想带奶奶去电影院看的，她可喜欢粤剧了，我也喜欢但是就是有的时候看了字幕然后会嫌人家讲的慢，想你赶紧说完啊哈哈哈[笑哭]
一枝卷,保密,！！！[星星眼]
翡翡翡翡子,保密,呜呜呜，看哭了[大哭][大哭]
Ssinoo団子,保密,之前想去看的，可惜几乎没什么拍片 然后就可惜没去看了[Cat2_FatCat!？]
么么么么少女心,保密,我的天，太好看了
安修思,保密,"好看！很可惜没在电影院看。
画面什么唱词都很美"
为了格格不入里的光,女,上映的时候看了，真的很棒！
xiao霆123,保密,哇哦爱了
六月十八呀,女,说真的，这一部开拓式的粤剧形式是比较成功的！曾院长的一些采访我也被电影吸引而去看了。希望粤剧越来越好！曾院的水袖是真的太美了，第一次跟奶奶看的时候，她还觉得我们这些年纪不大的人不会愿意在影院里待两个小时来看这些戏剧啥的，亦或者我们是长沙人可能对粤语会有一些障碍而影响体验感，但我反驳了我的奶奶，我觉得这种形式就是很好的，很吸引我们年轻观众的，和法海斗法，水漫金山都很震撼。而且这一部的法海的人物刻画的很不错。总的来说是在惊喜中有感动的一部好片子。后来自己也二刷一个人看了一次，只可惜在疫情期间，上座率不是那么可观，期待接下来的作品！
当不上团长的克人灯,男,刚上映吗 评论这么新
晖机×思汗,男,国庆节前去电影院打卡回来，真的好惊艳，21年的春晚里面那段粤剧让人耳目一新，没想到现在还有电影！而且电影里面有些画面真的好美（感觉这部电影没加啥滤镜，一开始有点不适应，但后来就觉得很好看），意境太棒了，视听盛宴，真的希望能多多多多出这样的戏剧的电影（京剧昆曲粤剧啥的都可都可[大笑][大笑][大笑]）
黑仔大魔王,女,电影上线了 原声大碟什么时候安排上[星星眼]
带着球球去流浪,男,终于在B站可以看到了，身在海外，只能用这种方式来支持小敏姐和红星了，[给心心]
钢盔鱼,保密,有幸刷第一遍在IMAX 影厅欣赏的
过-过-过,女,法海是邪剑仙演的吗哈哈哈哈哈哈
九洛616,男,冲冲冲！[打call]没时间去电影院看，来小破站过过瘾啦
请车俞人亲斤日尼禾尔,保密,各种技术都超值了
方木23,男,付费只能看7天吗？
逆流刀刀,保密,唱得真好，听开心了
黑仔大魔王,女,再贡献6元
蓝度茜瓜,女,"当时带了我姥姥去，我姥姥嘴里说着别花这个钱，脸上笑开了花。
其实老人家更喜欢听豫剧，希望之后戏曲电影越来越多，走近年轻人的视野，一方面能变成老年人适应时代变化的桥梁，另一方面也希望我们能看到越来越多便于接受的传统故事，传统文化和艺术。"
账号已注销,保密,6块钱还贵？？？？
深处黎明,保密,当时说过要看的，可惜没时间，也出不去，现在上线了，咋的都要看了，也只能这样支持一下了
万千恩宠,保密,布袋戏看多了。。。感觉1.25刚刚好[大哭][大哭][大哭]
Citizen-C,保密,牛逼
我等尤川有CP,保密,之前想去影院看，奈何没人陪我一起[大哭]
车车wing,保密,真的超级好看！[喜欢][喜欢][喜欢]
山自闲,男,"前世佛前并蒂莲，今朝修道青城山，
誓饮百年西湖水，甘做鸳鸯不做仙。
奈何先遭昆仑险，后战金山风雪寒，
无情被镇雷峰塔，难离苦海再千年。"
阳青帝,保密,好看啊
萅光乍泄,保密,太绝了
黑锋骑士扯淡君,保密,有刘三姐那味儿了
张客套,女,呜呜呜呜呜，终于上了，一直想要补全。当时我们区没有排片，520上了就买了隔壁区的票逃课去看，中午还要赶回学校打疫苗。一进场听到音乐就开始哭了，全场就只有我一个小姑娘和两个老奶奶。看到要水漫金山的时候，班委打电话要我回去打疫苗，我才恋恋不舍地走了，后面一直都没有补完，今天看到开屏广告就迫不及待进来补了。呜呜呜呜，从19年就开始期待的片子呀，真的好棒。[热词系列_燃起来了]
九夜枫RX,男,期待很久了，终于等到了，这才是真正的好电影！(?>?<?）
走藤原豆腐店,保密,好家伙
阳青帝,保密,看到最后还是心头哽咽的，文学魅力啊
亦殊绝,女,好好看
danna盾,男,这段爱情佳话传唱了几百近千年，轮得到你们一群杠精拳师来反对？“我呸，人家你情我愿，碍了谁的眼，关了哪佛的事，逆了哪里的天，你凭什么要来主宰？”真TM以为自己开民智了？狗都不要看的东西，懂什么是爱什么是情不？[藏狐]
jzrc,保密,#白蛇传·情#
习习雾解,保密,[打call]
SmiIe-,男,求哔哩哔哩有矿公司，京剧电影工程能不能买点[给心心][给心心][给心心]
CyberTenno,保密,酷到没朋友[打call]
心平气和看破红尘,保密,好可惜，上映的时候在上课看不了，周末有空竟然就没排片了
阿暮乄,保密,去电影看过啦！
正义之心永存,男,"弹幕的那个完美女人的
虚假的wonder woman：戴安娜*普林斯
真正的wonder woman：白素贞[doge]"
PUNK-SPIDERRR,保密,@小刘ouo 这好看
随便取个名好了吧,保密,外面显示30w播放量，进来460w播放量，what the f**k？
Marilyn王,保密,去影院看的，本想买动画版的，买错了，开始没入戏，后来竟是越看越喜欢！
恭是白天的恭,保密,这弹幕是从哪里搬运过来的吗，看着像其他网站的。
荔七月曜人定时,保密,影院2刷，再来这里支持一下[给心心]
夏以茉,女,我以前特别嫌弃许仙，明明是十年同船渡的夫妻，居然会被自己老婆吓晕又要出家。后来换位思考一下，要是我睡了10年的老公忽然有一天说“媳妇，我其实是个蟑螂精”然后一现原型，好家伙，一美洲大蠊！我绝对当场吓死，如果不幸活过来，我绝对连夜出家来平复我草了10年蟑螂的震撼[辣眼睛]
此亦缘份也洛阳花宜家,保密,看完留言，美美美美美美
太平中书令,女,太美了我终于等到了！！！！
天使喝热可可,女,看封面直接你忍心……[doge][doge]
