Column1,Column2,Column3,Column4
走在乡间小路上的种猪,保密,山东,这个电影发行方怎么搞的，好好宣传宣传不行吗？[doge][doge][doge]
红发青鸟,保密,北京,"当时看评价不错就想去看，可惜附近电影院压根没排片[笑哭]
不过这边角色都很好，有血有肉，有自己的理由
白蛇为情奋不顾身，但隐瞒身份吓死许仙是她自己的问题
许仙虽然犹豫过，但他是最开始受蒙骗那个，情有可原
法海也不是一味狠心，劝诫为主，并且我觉得他的话有道理的，这是情劫，放不下就成不了正果，而且你不能又有妖的修行长命，又想要人的男女之情吧"
_七北,女,浙江,人物都塑造的很好！太喜欢了
黑糖麻糬兔兔,保密,江苏,什么时候能在电视上放呀，好想和家人不去电影院在家里就能看
漫漫不man,保密,北京,进度条好好看[保卫萝卜_笔芯]
愚忠份子,保密,北京,真不赖，好几十年没好影片出现了
账号已注销,保密,广东,一年多了，还是很喜欢！
CVR33,保密,广东,什么时候影院再上映，我要去看[大哭][大哭][大哭]
儚dreammu,保密,内蒙古,结婚的头饰和衣服都好好看
WinsonCYH,保密,广东,必须大火！！
leslieyin,保密,广东,"已经好久没去听粤剧了,希望这类电影能多点[脱单doge]"
特招蚊,保密,广东,这部应该推向国际
木头人看戏,女,江苏,一直没有开过大会员，因为这个才买的会员
读书使我快乐QVQ,保密,贵州,值得一直能n刷的好剧啊
读书使我快乐QVQ,保密,贵州,本来之前会员已经过期，为了这部电影，又开了，真的好喜欢各种戏剧[保卫萝卜_哭哭]
太阳强烈i,女,四川,@夜北ss
倭字也算敏感么,保密,广东,还在纠结飞 啊  蛇被鹤克制 昆仑山怎么长数 等白痴问题  弹幕智力真是一年低过一年
麦当劳星期四,保密,浙江,一部古典，经由很多弹幕带着现代眼光看，少了很多纯粹和感动，会煞风景
青松洒白雪,男,四川,"大家有兴趣的看完粤剧版白蛇[打call]，也可以我们的川剧版[脱单doge]川剧版本这部白蛇也很好看，22分钟的舟桥借伞，船上那段女小青超级超级超级可爱[打call][给心心]（川剧里保留了小青本为男的形象，因此有男女两个小青，男小青孔武有力，女小青娇俏可爱)，1小时36分开始的水漫金山是最精彩的一折，打戏精彩[鼓掌]BV1Ps411i7yr
这是03年拍的川剧连续剧版本的白蛇传[给心心]，一次看个够BV19s411R7i5"
埋头学习的人,保密,河南,尼玛的，怎么能这么美！
眼花导员,保密,浙江,好看
千丨岁,男,江苏,戏剧，电影，特效，这才是正宗的中西结合啊！看到没，这就叫专业！
迷途狂奔,保密,广东,b站上线一周年，又来看看[打call][给心心][热词系列_DNA]
黑椒泪人,男,青海,硬币拿去
桂花柚葡萄,保密,四川,之前在影院看的，真的好看
烟雨bobobo,女,未知,有些东西和小时候看的感受不一样了，再看这个故事竟然觉得法海说的有道理[思考]#白蛇传·情#
小悦悦和Amber,女,安徽,水袖卷灯YYDS
不扇你会让我道心不稳,女,湖南,[保卫萝卜_哭哭][保卫萝卜_哭哭]哭哭  好精彩的说
-杰_尼-杰_尼-,男,上海,牛啊
异神之影,保密,江苏,嘶......看完了。人物设定很好，各有各的角度与立场，都讨厌不起来。特效方面有些地方不如意，但该给力的地方都特别给力。尤其是水墨风格画面和特效让我耳目一新，喜欢的不得了。
ice葡萄,保密,广东,什么都别说，你推广粤语，必须三连
hola阿咪,保密,湖南,长沙能不能重映啊??????当时考试是真的去不了
悲笔今晚打脑斧,保密,湖南,当初在电影院带娃看过 那一场坐满了人
有书一起读,女,河南,舞台版也很好看！[打call][打call][打call]
空山有鸟语,女,山东,去电影院看的时候意外又幸福的变成了包场，真的好看！
Mr_Buddy,保密,北京,[热词系列_好耶]
虚生元气,保密,内蒙古,当年跨年晚会被惊艳到了
该用户未设置哔哩昵称,保密,广东,冲冲冲
Zeppelin42,男,广东,顶级夹子（别骂别骂开玩笑的）我都系广东人，阿爷经常放帝女花噶[脱单doge]
许墨秘密情人,女,江西,好美好美好美！！！！！
胖20,保密,四川,我真的不喜欢戏腔[笑哭]不好意思
Ornn1983,保密,江苏,我睡不着的时候会看这个
若言_RY,男,湖北,很喜欢白蛇传的粤剧版，之前就有听过，很喜欢了！这个电影版真的一瞬间就被他吸引住了！真的是国粹了！
胡子渣渣很邋遢,保密,四川,看了开头，画面很美，但是演员的表情怎么看出了恐怖谷效应
叮当一想,保密,浙江,我们这边排片极少，大多还在半夜。真是服了
Edison小稀饭,男,广东,看了6遍了[呲牙]
Niki-Mai,保密,广东,00后真的会爱粤剧
diu侠,男,浙江,歌舞神剧
三高啊啊啊,保密,广东,确实美
船长的漂流瓶,保密,云南,美啊！
正在获取昵称请稍后,男,湖北,挺可悲的一件事，当初上映的时候我很想去看，然后约了同学和同事，她们都表示不想看这一部，宁愿去看国产爱情片或者爆米花电影。(同期上映的国产爱情片票房都是按亿算的。。。但是吧，你们懂得)
钟形罩瓶,保密,北京,久仰大名[抱拳]今儿才算见识了！
我信-,女,河南,听着耳朵很舒服真的
horiktia,保密,辽宁,我擦，当年找了电影院看的，院线上映的没几家，都是小电影院才放，很震撼，虽然我室友睡着了，但是我很喜欢。[打call]
ah729,女,广东,粤剧[tv_笑哭]
我想暴富买螺蛳粉吃,保密,北京,我看了，嘿嘿，是我和男朋友看的第一场电影，这部电影可好看可感动了
章鱼妹李兰巡演已开票,保密,广东,有幸带了奶奶和她的三个妹妹（我姨婆）一起去电影院看了，当时整个厅加上我们四个人一共6个人[笑哭]
Shandy丨,女,四川,白蛇也是一个被大量再度创作的民间传说，还比如动画电影白蛇缘起。
阿炭aaa,女,贵州,这个超好看
腿软的帝国政委,保密,广东,好看，真滴不错[OK][OK][OK]
石城ジ海角,保密,广东,几有新意噶，补住晒传统舞台大戏嘅缺撼，开始时点样都冇听到锣鼓嚓嚓嘟cang（找不到合适的字），仲葛得少咗d味道，点不知立即就听到啦[喜极而泣]
发愤自为雄健,保密,广东,犀利
色蓝目,保密,陕西,看不懂[呆][给心心]
荒诞原始人,保密,广东,我和我男人当时特意去电影院看了！现场感觉真的很好！
zjh小水,保密,广东,这啥 戏剧吗
Yaya魔法师,女,辽宁,在电影院看的时候控制不住一直哭，从开头哭到中间，到许仙和和尚走了就不哭了，是的我很讨厌许仙[OK]，后面总觉得许仙不值得白蛇那样，有伪善感
niekonieko,男,广东,有没有一种可能，许仙欠白娘子太多了，所以日后（就投胎成了柳毅，而白娘子修炼成功，转世成了龙女三娘（别打我，这样子的逻辑很合理吧？
闵轩,保密,上海,昨天在哔哩哔哩上先看的粤剧舞台版“白蛇传·情”，超级好看。今天发现有电影版，于是充了会员专看它。刚刚看完，画面太唯美了，好看，改编得没有任何违和感，和舞台剧珠联璧合。作为北方人，竟然喜欢江南的昆曲，在上海经常看昆曲。后来在网上听到粤剧“燕子楼”，讲得是唐朝徐州关盼盼的故事，突然感觉粤剧也这么优美。去年一月份寒假特地跑到广州的广东粤剧院 看了三场粤剧。
闵轩,保密,上海,能不能只买此剧，不买会员？
几更醒,保密,广东,水漫金山那段一直卡
序影星空,男,浙江,好！！[给心心][给心心][给心心]
苏不忙,保密,江苏,买了大会员看了，很好看！满分
早安啊小猫咪,保密,江苏,希望能出更多这样的戏曲电影
FourSeasons喵,女,安徽,老师们的戏剧功力深厚，情感饱满，唱腔扮相服饰无不精致，画面更是唯美，看完仍余音缭绕，一流佳作，必须收藏！
痴迷智者,保密,山西,表现力好棒啊
flower0511,保密,重庆,好看，好看。太好看
Yoziee,女,广东,呜呜呜呜真的好好看啊[大哭][大哭][大哭]
Ravenclaw畑鹿惊同学,保密,山东,二刷来了
升音好听,男,新疆,太棒了
奔跑吧肥妹妹,保密,广东,再看一遍，很是值得
星雁r,保密,广东,[热词系列_吹爆][热词系列_吹爆][热词系列_吹爆]
浮世一混子,男,重庆,好看
阿枣78,保密,广东,我是广东人，对粤剧一般般。刚看完，好感动，好好看！
詹娘娘天神下凡,保密,广东,哈哈哈哈，免费了
kenlin2828,保密,广东,希望各大院线重新排一次期给这部电影[墨镜][墨镜][墨镜]
Graceiily,女,广东,广东人[热词系列_打卡]
JenovaMax,保密,广东,虽然我不喜欢歌剧，不过欣赏下国风画面和现代拍摄水准也是不错的。[脱单doge] 投币了
一战道地,保密,江西,要是我外婆还在的话，她一定会非常喜欢的[大哭]
迈向新时期,男,福建,从奥奇传说手游的粤剧联动版本过来，刚好也有白蛇传的内容
云在丨指尖,保密,广西,和老一辈传统的粤剧有所改变，为了迎合年轻人的市场吗？看惯了传统戏剧总觉得怪怪的。
禾卡夫卡,保密,广东,我这里二线城市电影院没有排片，幸好B站能看
_啊啾啾啾啾_,女,湖南,我靠 小破站太牛了
耶律狗蛋,保密,广东,看完现场版回来留个言，院长不愧是院长，现场看完一本满足。
luckyiboy,男,甘肃,去年520看的，好的电影片场安排的非常少，跑半个城市看的[呲牙][呲牙]，真的是这几年看过最好的一部电影，当时真的震撼到了
快快太太,保密,北京,这部剧的特效，舞美，音效是谁！给我滚出来！！接受我的滑跪！！！太tmd好看了。救命！！半戏曲爱好者狂喜之作！！！！救命救命！！院长杀我，唱腔又脆又娇，重点是表演真的好好啊！！！我哭了好几次，最后小宝宝出现直接泪崩！！！！太好看了。5555
爱下雨的胖熊,保密,江苏,法海就不是啥好人。。人家许仙可以修道，为啥非要和你们这帮秃子在一起？道士头上是三圣人，不是如来那个死秃驴
爱下雨的胖熊,保密,江苏,法海就是坏，让人家生孩子咋了
vampirecowcow,保密,广东,可惜了，上映没看！好看！
Triton0309,保密,未知,#白蛇传·情#弘法利生
稻香虾滑鸡翅,女,内蒙古,开头也太好听了[大哭][大哭][大哭]
稻香虾滑鸡翅,女,内蒙古,画面真的好美
vegetableswim,保密,未知,"#白蛇传·情#
[委屈][委屈][委屈]"
帅哥小一,保密,广西,太美了
洋芋日常,保密,浙江,月末快没流量了就看了个开头，我已经开始恨为什么上映的时候我不知道，在影院看肯定超级棒
M-770,保密,浙江,呜呜呜，什么时候越剧也拍这种类型的电影就好了！！！
pankayu,保密,广东,粤韵风华
橘长是只花猫,保密,广东,@广东共青团 团子，为数不多的粤剧电影，不帮忙转播一下吗[奋斗]
怒斩天门,保密,海南,没办法一次性购买吗？
岐然的归途,保密,湖南,为啥一听到粤剧老感到恐惧，这么多年了，看来楚人美对我的血脉压制还是那么清晰。
8th字母小凡,女,北京,小青：我不应该在车里，我应该在车底
Withoutinterest,女,广东,这个特效太惊艳了
benjaminkong,保密,广东,壮哉，不曾想父辈钟爱的粤剧有此创新发展，经济发展的大环境，一代代粤剧人的坚守，不懈的艺术追求，都在此片融为一体，剧情来说，情字恰如其分，人物非常丰满，请重映，我要补票！
为弹幕而生的账号,保密,四川,法海还是很讲道理的
小圆丸子235,保密,广东,请这片里的布景才像是神仙住的地方
珠世小姐i,保密,浙江,中国的文学真的好美好美，山无言，水无心。
嗜睡的村民,保密,四川,感谢这部电影让我重拾了白蛇传带来的对爱情奔赴的美好，看得我眼泪哗哗的。
chunjf,保密,广东,天哪拍的好美！！
赤火小猪抱的梁,保密,江苏,早就想看了 b站如果作为学习的地方是真的不错
隐形兽小酱,男,广东,下周去剧院看现场版[脱单doge]
图灵之巅,保密,河北,绝  美国风……
达奚飞雪,保密,陕西,豫剧白蛇传更好听，看的人眼泪哗哗的
于氏牵着你,男,安徽,怎么有点黄梅戏的味道[doge][doge]
折原封鳴,保密,广西,有弹幕说许仙是莲花，而白蛇的救命恩人其实是那个采药小生才对，从小生的女相来看，是不是白蛇真正的恩人是青蛇[脱单doge]毕竟传说青蛇喜欢白蛇，并且还是条雄蛇[傲娇]青白一起就没有这么多冤孽了，反而是妖中眷侣，说不定以后还是仙侣[洛天依]
阿其所好,保密,广东,希望看到更多的粤剧制作成电影
--又甘又刻--,男,广东,B站牛逼！！！！！
天使沉默无语,男,山东,谁拍一下小青火烧雷峰塔救出白素贞，法海躲进螃蟹里去的这个结局
男德标兵,男,河南,来哔站宣传是来对了
斗战胜佛孙悟空他爸爸,保密,海南,这东西你跟外国人说一万年他也不理解
账号已注销,保密,广西,希望出个普通话版，让我妈也看看~
是钱毛毛啊,保密,河北,这不是枯山水吧？人家这石子还是石子，没有代替水啊，是纯粹用来铺路的吧
别动我的麦丽素,保密,广东,存着回家和爷爷奶奶一起看[吃瓜][吃瓜][吃瓜]
只要半分钟,保密,广东,好看好听，希望广东的年轻人多宣传粤语传统文化。
好歴者,男,湖北,广东人打call[歪嘴]
部长jimlee,男,安徽,我就很奇怪，虽然我是北方的吧，但当时那么好的电影，包括万达一个影院都不排片就很奇怪[辣眼睛]这部电影当时在网上也挺火的啊。
逢场小憩,保密,重庆,确实很棒了！
coco-喻,男,河南,太强了，这部剧大爱[脸红]
时及云起,保密,四川,为什么一卡一卡的呀，手机和电脑都是
panpanhuang,保密,北京,唱腔好好听吖，扮相俊、美，演员很棒[鼓掌]
-韩天尊-,保密,广东,又美又好看！
NatalieKing,女,广东,电影已经看过了，好看！还买了11月的舞台版的票，坐等！期待！
我爱艺术概论,女,广东,白素贞修炼千年，只为见他一面，追随百年。一千年来白从蛇形一点点炼成人身，这其中的苦难也只有白一人清楚一人尝，亦没有君常相依傍。往深刻了说，白并不全是为许仙一人而苦修千年，而是为了人间一个情字而修，为了感受人间的真善美而修。站在凡人角度看待许仙的成长历程，发现亦是如此，纯粹的热爱和真情是双方的追求。千年的苦你不必知道，我背后为你默默做了什么也不必全知全晓。重要的是我用这千百年的血汗才换来了与你相遇的缘分，所以你的一言一语，我有认真聆听；你的一颦一笑，我有观察留心。我在助你朝着理想前进同时，也是在助我自己朝我的理想靠近，这一切都是为了接近你，接近心中理想。所以为了你，为了心中理想境界，方能舍生忘死！
小羽贝纳雷斯,保密,上海,还是靠科技支撑呀，并没有看到突出核心的东西，京剧之类的传统曲目基本上到了70后之后也就消亡了
往人间赊一春-,女,广东,很好看很好看[鼓掌]
土人一架,保密,广东,这是中国古代的爱情故事[喜极而泣]
迪珊,保密,甘肃,好美啊，好像水墨画
亲爱的牛鲜花,保密,未知,还记得当时在长沙一个人去电影院看了，整场只有十几个人，但是我从头到尾欣赏完了，不管是特效还是唱腔，虽然我是个门外汉，但是真的觉得很美很好听啊，去年在b站上映后，是要单独收费的，6块钱，一直都没重温，今天点进来发现已经可以直接看了，真好，继续收藏了#白蛇传·情#
是个小姐姐呀,女,江苏,这种七分都算高的。
最大的星球,保密,浙江,反派的青白蛇 可笑 法海是个好人 就苦就难居然把他搞得像反派一样 我是真的看不懂了。
晷阿,保密,浙江,刚看完舞台版。真的各有各的好，都值得看看。打戏一气呵成太绝了
归涧还林,女,广东,深圳坪山大剧院9.24的场次，买了票不想去了，免费送，想要的联系我
忆辰尘,保密,浙江,今天刚看完舞台版的，再过来看电影版的重温下 太美了
鲤鹰,保密,云南,从看到预告就开始期待，可惜我们这边没有排片，终于可以在线上看了，景色真的超级漂亮，特效真的做得很好，我不懂戏但是觉得戏剧特色真的也很好，真是超级棒的一部电影了，能看到这样一部电影真好啊。[星星眼]
碧落琥珀,保密,山东,这么好的电影居然不知道，传统文化的宣传需要加油
Camillor,保密,湖南,什么时候什么时候出部梁祝呀
鬼神言,保密,陕西,期待下一部
星期八的美好时光,保密,安徽,确实看哭了，白蛇感情至深，许仙是懦弱但是能感觉到深情，在这次改编中的法海，一方面表现出刚正不阿、能力高强，降伏各路妖魔鬼怪，泰山崩于面前而不改其色，一方面又显露出佛门的慈悲，一直都劝白蛇离开就好，佛门弟子也始终没有伤及她性命。尤其是打斗的戏太经典了，白蛇青蛇一腔孤勇至死不悔，佛门的威严和武力值尽显。
拖拖图,保密,上海,这是艺术啊！！！
爱吃草莓两三斤,女,广东,假唱？
壹对皮蛋,保密,广东,可惜这部剧不在香港大量宣传海报
杨1大,保密,云南,不能单独购买么？
芙莉儿_Fulill_,保密,陕西,唉 这世道真能变呐 ，想着 白蛇传 说在明朝的时候只是大白蛇见色起义 ，法海大师，将其收复的故事，结果到清朝的时候是大白蛇就变成报恩的了 ，原本书中正义的法海反而成了反派[笑哭]
超级麻里嗷_,保密,北京,之前在广州上映的时候恰逢疫情 电影院都关了没看成 遗憾了好久T T 今天在B站上看了呜呜呜呜呜呜呜真的太好看了[大哭]
彼岸花32,保密,未知,#白蛇传·情#
断浪_-,保密,江苏,戏剧不是国风，神话更不是
小小雅馨001,保密,湖南,好精美啊，太棒了
45阿,保密,广东,回看古代，才能有这么悲壮的爱情观。以前的人把爱看得很重，很重。失去了，要等百年千年才能重遇。你以为一辈子，真的就是下辈子吗？所谓下辈子，可能要历尽多少个轮回才能重遇相爱？珍惜吧，过错了就遇不到了
勾孑,男,贵州,盘州人拜赏，希望粤剧（帝女花）也能出电影版
老野吖,保密,广东,试着接受不一样的文化嘛，没必要看到不一样的的东西就急着宣泄自己浮躁的情绪
魂奇黑捷斯,保密,广东,最后的唱段我特么一口气看了5遍，太太太太好了[打call][打call][打call][打call][打call]
魔方茶壶,保密,四川,整体质感真是棒
WANG冠希,男,重庆,@混森清梦 老程，看看这个粤剧，真的可以
惊鸿一剑满霜寒,保密,广东,唱得好好好好好好好好好
啊这个么,保密,吉林,了不起啊
归途难问,保密,山东,台词有点太通俗了，感觉不能用戏曲的标准去评价这部作品，因为它本质上是一部古装电影，只是掺杂了戏曲元素。从这个角度看，顿觉舒服多了。场景美轮美奂，故事也称得上精彩，算是挺不错的电影。虽然算不上真正的戏曲，但仍值得一看。
莲蓉包没馅,女,广东,字幕太小了，怎么调啊？[登门喜鹊_emm]
夏虫不语冰__,保密,江西,会重映吗？[委屈]
SaraRWBY,保密,广东,昨晚看了现场舞台剧，超级棒
啊噗啊部啦,女,山东,她可是曾小敏啊……唉
物知朔泓,女,四川,这么好的电影我才看，好在看了。[给心心]
第一人参赢家,保密,北京,刚看了几个这位主演院长的塌房视频，说她不好的[笑哭][笑哭][笑哭][笑哭]
亮亮和丽丽,女,河南,必须投俩币！
亮亮和丽丽,女,河南,简直被惊艳到了
亮亮和丽丽,女,河南,我来啦！！
账号已注销,保密,广东,如果可以实景拍摄就好了，这背景有点假，经常出戏[保卫萝卜_哭哭]
clement933,保密,上海,这电影 很不错！！！！！
彩虹果冻rrs,保密,广东,在影院看真的是极致的享受，用电脑看再怎么样还是比在影院要差一些，这个电影各方面质量都很高，完全不比国外的经典音乐电影逊色，我一个不太爱听传统戏曲的看了以后完全刷新了观念，看了好几遍，可惜我们现在这种能完美融合传统艺术和现代技术的电影还是太少了，不然何愁传统艺术的传承发扬
草莓里的霉,保密,浙江,看完真的深深震撼到我了，从来没想过原来我们的戏剧也可以拍的那么美。我后悔，后悔没能看电影贡献票房，没能亲自去看现场领略粤剧的美，真的感谢一路坚持的戏剧演员们，是你们造就了这部旷世的作品，曾院的表演真的令人赞叹不已，其他的演员也是如此，希望有机会亲自去看现场版[tv_大哭]
醉月狂客,保密,重庆,这剧一投屏就卡死，不知为何。在群聊里面发这消息，居然被吞了
明晰先生,男,广东,他人即地狱，不若入全真。
橘里ju气惹w,保密,山东,太好看了
小橙子121388,女,广东,强行信教
焱尚祭,保密,湖北,戏曲舞台逻辑的创新，一点违和感都没有，而且还很新颖，跟布袋戏科技感觉很像，个人是觉得好评的，至少从戏曲走向国际舞台脚步而言，这一步必不可少
Zoulill1108,女,四川,真的太棒了，这部剧！太美了！古画中分水墨留白，这种影视表现的真的太绝了！太有中国味了！
哔哩嘀哩驴驴,男,四川,"醉了,才发现今天七夕,我居然看这个[大哭]"
加油学习把,保密,江苏,电影院看过
鲤鱼瞳HiTOMi,女,北京,传统戏剧跟进时代的一份完美答卷啊[保卫萝卜_哭哭]好美好美，没看过粤剧也觉得拍的好好，当时把这个电影给忘了，好恨
神兽lily,保密,广东,最喜欢这首[大哭]87：32
飞来爬去,男,浙江,看这片的人已经很老了，快走不动了
破晓在东方,保密,江苏,会有第二部许仕林救母吗？
希望明天还能遇见你,保密,广东,如果再出一部《梁山伯与祝英台》就更好了
李成CZ,保密,广西,太美了 ！唯美爱情
xlbmh,保密,上海,青白的衣服真是好看死了
孤鴻寄語黓龍君,保密,上海,片子各方面都好好。把法海拍的很理性，我觉得好合理。为了白和许双方都好。
珅某,男,陕西,看不懂
创意中闯荡未来,保密,上海,去年上映的时候，想去电影院看电影，但同期的没啥好的，不知道看什么，很喜欢白蛇传的故事，就抱着猎奇的心理买了票，也是第一次听粤剧。当时整个场除了我，就只有零星几个中老年人[笑哭]不成想挖到宝了，视听和艺术的双重享受，绕梁三日
账号已注销,保密,广东,看了这个电影以后，我脑中的白娘子小青的形象由赵雅芝陈美琪变成曾小敏朱红星了
账号已注销,保密,广东,美绝
账号已注销,保密,广东,真好看
桃子不够脆,男,山西,平时听昆曲京剧多些，粤剧初体验直接拉满！看得我眼泪直流[大哭]期待新作！
冲上云霄九万里,男,北京,广而告之：明晚7.29日20:00敏宝在抖音直播间直播。敬请广大粉丝们一起关注！[喜欢][打call]
wuwenmei,保密,广东,后悔没去影院看[大哭]
pinkyqaq,保密,四川,11:18 小青，揍死他 揍死他喂  全剧终[doge]
pinkyqaq,保密,四川,11:18 小青，揍死他  揍死他喂[doge]
pinkyqaq,保密,四川,小青，揍死他 揍死他阿[doge]
